Game Number,Player 1 Name,Player 2 Name,Player 1 Parameter,Player 2 Parameter,Player 1 Avg Time,Player 2 Avg Time,Winner,Timestamp
16,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 5,0,5,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:45
17,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 5,Zufall,5,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:45
18,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 5,0,5,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:46
19,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 5,Zufall,5,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:46
20,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 5,0,5,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:46
21,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 5,Zufall,5,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:46
22,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 5,0,5,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:46
23,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 5,Zufall,5,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:46
24,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 5,0,5,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:46
25,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 5,Zufall,5,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:46
26,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 5,0,5,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:46
27,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 5,Zufall,5,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:47
28,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 5,0,5,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:47
29,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 5,Zufall,5,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:47
30,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 5,0,5,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:47
31,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 5,Zufall,5,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:47
32,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 5,0,5,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:47
33,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 5,Zufall,5,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:47
34,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 5,0,5,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:47
35,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 5,Zufall,5,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:47
36,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 5,0,5,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:47
37,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 5,Zufall,5,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:48
38,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 5,0,5,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:48
39,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 5,Zufall,5,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:48
40,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 5,0,5,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:48
41,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 5,Zufall,5,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:48
42,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 5,0,5,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:48
43,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 5,Zufall,5,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:48
44,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 5,0,5,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:48
45,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 5,Zufall,5,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:48
46,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 5,0,5,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:49
47,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 5,Zufall,5,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:49
48,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 5,0,5,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:49
49,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 5,Zufall,5,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:49
50,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 5,0,5,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:49
51,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 5,Zufall,5,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:49
52,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 5,0,5,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:49
53,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 5,Zufall,5,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:49
54,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 5,0,5,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:49
55,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 5,Zufall,5,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:49
56,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 5,0,5,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:50
57,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 5,Zufall,5,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:50
58,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 5,0,5,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:50
59,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 5,Zufall,5,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:50
60,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 5,0,5,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:50
61,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 5,Zufall,5,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:50
62,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 5,0,5,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:50
63,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 5,Zufall,5,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:50
64,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 5,0,5,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:50
65,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 5,Zufall,5,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:51
66,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 5,0,5,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:51
67,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 5,Zufall,5,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:51
68,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 5,0,5,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:51
69,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 5,Zufall,5,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:51
70,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 5,0,5,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:51
71,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 5,Zufall,5,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:51
72,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 5,0,5,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:51
73,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 5,Zufall,5,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:51
74,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 5,0,5,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:51
75,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 5,Zufall,5,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:52
76,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 5,0,5,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:52
77,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 5,Zufall,5,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:52
78,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 5,0,5,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:52
79,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 5,Zufall,5,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:52
80,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 5,0,5,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:52
81,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 5,Zufall,5,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:52
82,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 5,0,5,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:52
83,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 5,Zufall,5,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:52
84,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 5,0,5,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:52
85,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 5,Zufall,5,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:53
86,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 5,0,5,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:53
87,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 5,Zufall,5,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:53
88,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 5,0,5,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:53
89,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 5,Zufall,5,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:53
90,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 5,0,5,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:53
91,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 5,Zufall,5,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:53
92,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 5,0,5,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:53
93,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 5,Zufall,5,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:53
94,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 5,0,5,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:54
95,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 5,Zufall,5,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:54
96,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 5,0,5,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:54
97,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 5,Zufall,5,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:54
98,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 5,0,5,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:54
99,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 5,Zufall,5,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:12:54
