Game Number,Player 1 Name,Player 2 Name,Player 1 Moves,Player 2 Moves,Player 1 Parameter,Player 2 Parameter,Player 1 Avg Time,Player 2 Avg Time,Winner,Timestamp
696,MiniMax w/ CustomHeuristic,RandomPlayer,25,24,Depth: 6,Zufall,8,0,MiniMax w/ CustomHeuristic,2024-10-15 19:57:58
697,RandomPlayer,MiniMax w/ CustomHeuristic,19,19,Zufall,Depth: 7,0,188,MiniMax w/ CustomHeuristic,2024-10-15 19:58:02
698,MiniMax w/ CustomHeuristic,RandomPlayer,22,21,Depth: 8,Zufall,105,0,MiniMax w/ CustomHeuristic,2024-10-15 19:58:04
699,RandomPlayer,MiniMax w/ CustomHeuristic,22,22,Zufall,Depth: 9,0,845,MiniMax w/ CustomHeuristic,2024-10-15 19:58:23
700,MiniMax w/ CustomHeuristic,RandomPlayer,25,25,Depth: 0,Zufall,0,0,Draw,2024-10-15 19:58:23
701,RandomPlayer,MiniMax w/ CustomHeuristic,23,23,Zufall,Depth: 1,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:58:23
702,MiniMax w/ CustomHeuristic,RandomPlayer,24,23,Depth: 2,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:58:23
703,RandomPlayer,MiniMax w/ CustomHeuristic,23,23,Zufall,Depth: 3,0,0,MiniMax w/ CustomHeuristic,2024-10-15 19:58:23
704,MiniMax w/ CustomHeuristic,RandomPlayer,22,21,Depth: 4,Zufall,1,0,MiniMax w/ CustomHeuristic,2024-10-15 19:58:23
705,RandomPlayer,MiniMax w/ CustomHeuristic,22,22,Zufall,Depth: 5,0,1,MiniMax w/ CustomHeuristic,2024-10-15 19:58:23
706,MiniMax w/ CustomHeuristic,RandomPlayer,22,21,Depth: 6,Zufall,26,0,MiniMax w/ CustomHeuristic,2024-10-15 19:58:24
707,RandomPlayer,MiniMax w/ CustomHeuristic,23,23,Zufall,Depth: 7,0,47,MiniMax w/ CustomHeuristic,2024-10-15 19:58:25
708,MiniMax w/ CustomHeuristic,RandomPlayer,17,16,Depth: 8,Zufall,5413,0,MiniMax w/ CustomHeuristic,2024-10-15 19:59:57
709,RandomPlayer,MiniMax w/ CustomHeuristic,20,20,Zufall,Depth: 9,0,2743,MiniMax w/ CustomHeuristic,2024-10-15 20:00:52
710,MiniMax w/ CustomHeuristic,RandomPlayer,22,21,Depth: 0,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:00:52
711,RandomPlayer,MiniMax w/ CustomHeuristic,30,29,Zufall,Depth: 1,0,0,Draw,2024-10-15 20:00:52
712,MiniMax w/ CustomHeuristic,RandomPlayer,20,19,Depth: 2,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:00:52
713,RandomPlayer,MiniMax w/ CustomHeuristic,19,19,Zufall,Depth: 3,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:00:52
714,MiniMax w/ CustomHeuristic,RandomPlayer,23,22,Depth: 4,Zufall,1,0,MiniMax w/ CustomHeuristic,2024-10-15 20:00:52
715,RandomPlayer,MiniMax w/ CustomHeuristic,17,17,Zufall,Depth: 5,0,2,MiniMax w/ CustomHeuristic,2024-10-15 20:00:52
716,MiniMax w/ CustomHeuristic,RandomPlayer,21,21,Depth: 6,Zufall,12,0,RandomPlayer,2024-10-15 20:00:52
717,RandomPlayer,MiniMax w/ CustomHeuristic,21,21,Zufall,Depth: 7,0,47,MiniMax w/ CustomHeuristic,2024-10-15 20:00:53
718,MiniMax w/ CustomHeuristic,RandomPlayer,24,24,Depth: 8,Zufall,2615,0,RandomPlayer,2024-10-15 20:01:56
719,RandomPlayer,MiniMax w/ CustomHeuristic,27,27,Zufall,Depth: 9,0,573,MiniMax w/ CustomHeuristic,2024-10-15 20:02:11
720,MiniMax w/ CustomHeuristic,RandomPlayer,15,14,Depth: 0,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:02:11
721,RandomPlayer,MiniMax w/ CustomHeuristic,22,22,Zufall,Depth: 1,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:02:11
722,MiniMax w/ CustomHeuristic,RandomPlayer,27,26,Depth: 2,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:02:11
723,RandomPlayer,MiniMax w/ CustomHeuristic,16,16,Zufall,Depth: 3,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:02:11
724,MiniMax w/ CustomHeuristic,RandomPlayer,25,24,Depth: 4,Zufall,1,0,MiniMax w/ CustomHeuristic,2024-10-15 20:02:11
725,RandomPlayer,MiniMax w/ CustomHeuristic,25,25,Zufall,Depth: 5,0,4,MiniMax w/ CustomHeuristic,2024-10-15 20:02:11
726,MiniMax w/ CustomHeuristic,RandomPlayer,24,23,Depth: 6,Zufall,35,0,MiniMax w/ CustomHeuristic,2024-10-15 20:02:12
727,RandomPlayer,MiniMax w/ CustomHeuristic,23,22,Zufall,Depth: 7,0,42,RandomPlayer,2024-10-15 20:02:13
728,MiniMax w/ CustomHeuristic,RandomPlayer,15,14,Depth: 8,Zufall,157,0,MiniMax w/ CustomHeuristic,2024-10-15 20:02:16
729,RandomPlayer,MiniMax w/ CustomHeuristic,25,25,Zufall,Depth: 9,0,1012,MiniMax w/ CustomHeuristic,2024-10-15 20:02:41
730,MiniMax w/ CustomHeuristic,RandomPlayer,17,16,Depth: 0,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:02:41
731,RandomPlayer,MiniMax w/ CustomHeuristic,24,24,Zufall,Depth: 1,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:02:41
732,MiniMax w/ CustomHeuristic,RandomPlayer,27,26,Depth: 2,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:02:41
733,RandomPlayer,MiniMax w/ CustomHeuristic,21,21,Zufall,Depth: 3,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:02:41
734,MiniMax w/ CustomHeuristic,RandomPlayer,20,19,Depth: 4,Zufall,2,0,MiniMax w/ CustomHeuristic,2024-10-15 20:02:41
735,RandomPlayer,MiniMax w/ CustomHeuristic,20,20,Zufall,Depth: 5,0,5,MiniMax w/ CustomHeuristic,2024-10-15 20:02:41
736,MiniMax w/ CustomHeuristic,RandomPlayer,18,17,Depth: 6,Zufall,11,0,MiniMax w/ CustomHeuristic,2024-10-15 20:02:41
737,RandomPlayer,MiniMax w/ CustomHeuristic,22,21,Zufall,Depth: 7,0,24,RandomPlayer,2024-10-15 20:02:42
738,MiniMax w/ CustomHeuristic,RandomPlayer,36,36,Depth: 8,Zufall,78,0,RandomPlayer,2024-10-15 20:02:45
739,RandomPlayer,MiniMax w/ CustomHeuristic,23,22,Zufall,Depth: 9,0,5926,RandomPlayer,2024-10-15 20:04:55
740,MiniMax w/ CustomHeuristic,RandomPlayer,24,23,Depth: 0,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:04:55
741,RandomPlayer,MiniMax w/ CustomHeuristic,24,23,Zufall,Depth: 1,0,0,Draw,2024-10-15 20:04:55
742,MiniMax w/ CustomHeuristic,RandomPlayer,26,25,Depth: 2,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:04:55
743,RandomPlayer,MiniMax w/ CustomHeuristic,23,23,Zufall,Depth: 3,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:04:55
744,MiniMax w/ CustomHeuristic,RandomPlayer,14,14,Depth: 4,Zufall,3,0,RandomPlayer,2024-10-15 20:04:55
745,RandomPlayer,MiniMax w/ CustomHeuristic,14,14,Zufall,Depth: 5,0,4,MiniMax w/ CustomHeuristic,2024-10-15 20:04:55
746,MiniMax w/ CustomHeuristic,RandomPlayer,24,23,Depth: 6,Zufall,32,0,MiniMax w/ CustomHeuristic,2024-10-15 20:04:56
747,RandomPlayer,MiniMax w/ CustomHeuristic,19,19,Zufall,Depth: 7,0,559,MiniMax w/ CustomHeuristic,2024-10-15 20:05:07
748,MiniMax w/ CustomHeuristic,RandomPlayer,19,18,Depth: 8,Zufall,1067,0,MiniMax w/ CustomHeuristic,2024-10-15 20:05:27
749,RandomPlayer,MiniMax w/ CustomHeuristic,19,19,Zufall,Depth: 9,0,1384,MiniMax w/ CustomHeuristic,2024-10-15 20:05:53
750,MiniMax w/ CustomHeuristic,RandomPlayer,15,14,Depth: 0,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:05:53
751,RandomPlayer,MiniMax w/ CustomHeuristic,16,15,Zufall,Depth: 1,0,0,RandomPlayer,2024-10-15 20:05:53
752,MiniMax w/ CustomHeuristic,RandomPlayer,24,23,Depth: 2,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:05:53
753,RandomPlayer,MiniMax w/ CustomHeuristic,23,22,Zufall,Depth: 3,0,0,RandomPlayer,2024-10-15 20:05:53
754,MiniMax w/ CustomHeuristic,RandomPlayer,20,19,Depth: 4,Zufall,1,0,MiniMax w/ CustomHeuristic,2024-10-15 20:05:53
755,RandomPlayer,MiniMax w/ CustomHeuristic,17,17,Zufall,Depth: 5,0,4,MiniMax w/ CustomHeuristic,2024-10-15 20:05:53
756,MiniMax w/ CustomHeuristic,RandomPlayer,25,25,Depth: 6,Zufall,96,0,Draw,2024-10-15 20:05:56
757,RandomPlayer,MiniMax w/ CustomHeuristic,21,21,Zufall,Depth: 7,0,46,MiniMax w/ CustomHeuristic,2024-10-15 20:05:57
758,MiniMax w/ CustomHeuristic,RandomPlayer,22,21,Depth: 8,Zufall,410,0,MiniMax w/ CustomHeuristic,2024-10-15 20:06:06
759,RandomPlayer,MiniMax w/ CustomHeuristic,31,30,Zufall,Depth: 9,0,643,Draw,2024-10-15 20:06:25
760,MiniMax w/ CustomHeuristic,RandomPlayer,25,25,Depth: 0,Zufall,0,0,Draw,2024-10-15 20:06:25
761,RandomPlayer,MiniMax w/ CustomHeuristic,17,16,Zufall,Depth: 1,0,0,RandomPlayer,2024-10-15 20:06:25
762,MiniMax w/ CustomHeuristic,RandomPlayer,23,22,Depth: 2,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:06:25
763,RandomPlayer,MiniMax w/ CustomHeuristic,23,23,Zufall,Depth: 3,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:06:25
764,MiniMax w/ CustomHeuristic,RandomPlayer,18,18,Depth: 4,Zufall,4,0,RandomPlayer,2024-10-15 20:06:25
765,RandomPlayer,MiniMax w/ CustomHeuristic,22,22,Zufall,Depth: 5,0,21,MiniMax w/ CustomHeuristic,2024-10-15 20:06:26
766,MiniMax w/ CustomHeuristic,RandomPlayer,25,24,Depth: 6,Zufall,13,0,MiniMax w/ CustomHeuristic,2024-10-15 20:06:26
767,RandomPlayer,MiniMax w/ CustomHeuristic,26,26,Zufall,Depth: 7,0,112,MiniMax w/ CustomHeuristic,2024-10-15 20:06:29
768,MiniMax w/ CustomHeuristic,RandomPlayer,21,20,Depth: 8,Zufall,347,0,MiniMax w/ CustomHeuristic,2024-10-15 20:06:36
769,RandomPlayer,MiniMax w/ CustomHeuristic,22,21,Zufall,Depth: 9,0,993,RandomPlayer,2024-10-15 20:06:57
770,MiniMax w/ CustomHeuristic,RandomPlayer,20,19,Depth: 0,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:06:57
771,RandomPlayer,MiniMax w/ CustomHeuristic,15,15,Zufall,Depth: 1,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:06:57
772,MiniMax w/ CustomHeuristic,RandomPlayer,21,20,Depth: 2,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:06:57
773,RandomPlayer,MiniMax w/ CustomHeuristic,19,19,Zufall,Depth: 3,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:06:57
774,MiniMax w/ CustomHeuristic,RandomPlayer,14,13,Depth: 4,Zufall,1,0,MiniMax w/ CustomHeuristic,2024-10-15 20:06:57
775,RandomPlayer,MiniMax w/ CustomHeuristic,28,27,Zufall,Depth: 5,0,3,RandomPlayer,2024-10-15 20:06:57
776,MiniMax w/ CustomHeuristic,RandomPlayer,27,26,Depth: 6,Zufall,9,0,MiniMax w/ CustomHeuristic,2024-10-15 20:06:57
777,RandomPlayer,MiniMax w/ CustomHeuristic,25,25,Zufall,Depth: 7,0,47,MiniMax w/ CustomHeuristic,2024-10-15 20:06:59
778,MiniMax w/ CustomHeuristic,RandomPlayer,23,22,Depth: 8,Zufall,1135,0,MiniMax w/ CustomHeuristic,2024-10-15 20:07:25
779,RandomPlayer,MiniMax w/ CustomHeuristic,23,23,Zufall,Depth: 9,0,3897,MiniMax w/ CustomHeuristic,2024-10-15 20:08:54
780,MiniMax w/ CustomHeuristic,RandomPlayer,21,21,Depth: 0,Zufall,0,0,RandomPlayer,2024-10-15 20:08:54
781,RandomPlayer,MiniMax w/ CustomHeuristic,16,16,Zufall,Depth: 1,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:08:54
782,MiniMax w/ CustomHeuristic,RandomPlayer,30,30,Depth: 2,Zufall,0,0,RandomPlayer,2024-10-15 20:08:54
783,RandomPlayer,MiniMax w/ CustomHeuristic,26,26,Zufall,Depth: 3,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:08:54
784,MiniMax w/ CustomHeuristic,RandomPlayer,11,10,Depth: 4,Zufall,1,0,MiniMax w/ CustomHeuristic,2024-10-15 20:08:54
785,RandomPlayer,MiniMax w/ CustomHeuristic,20,20,Zufall,Depth: 5,0,3,MiniMax w/ CustomHeuristic,2024-10-15 20:08:54
786,MiniMax w/ CustomHeuristic,RandomPlayer,21,20,Depth: 6,Zufall,23,0,MiniMax w/ CustomHeuristic,2024-10-15 20:08:55
787,RandomPlayer,MiniMax w/ CustomHeuristic,15,15,Zufall,Depth: 7,0,45,MiniMax w/ CustomHeuristic,2024-10-15 20:08:56
788,MiniMax w/ CustomHeuristic,RandomPlayer,25,24,Depth: 8,Zufall,184,0,MiniMax w/ CustomHeuristic,2024-10-15 20:09:00
789,RandomPlayer,MiniMax w/ CustomHeuristic,18,18,Zufall,Depth: 9,0,1848,MiniMax w/ CustomHeuristic,2024-10-15 20:09:33
790,MiniMax w/ CustomHeuristic,RandomPlayer,21,20,Depth: 0,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:09:33
791,RandomPlayer,MiniMax w/ CustomHeuristic,21,21,Zufall,Depth: 1,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:09:33
792,MiniMax w/ CustomHeuristic,RandomPlayer,21,20,Depth: 2,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:09:33
793,RandomPlayer,MiniMax w/ CustomHeuristic,27,26,Zufall,Depth: 3,0,0,Draw,2024-10-15 20:09:33
794,MiniMax w/ CustomHeuristic,RandomPlayer,16,15,Depth: 4,Zufall,2,0,MiniMax w/ CustomHeuristic,2024-10-15 20:09:34
795,RandomPlayer,MiniMax w/ CustomHeuristic,22,22,Zufall,Depth: 5,0,3,MiniMax w/ CustomHeuristic,2024-10-15 20:09:34
796,MiniMax w/ CustomHeuristic,RandomPlayer,27,26,Depth: 6,Zufall,17,0,MiniMax w/ CustomHeuristic,2024-10-15 20:09:34
797,RandomPlayer,MiniMax w/ CustomHeuristic,27,27,Zufall,Depth: 7,0,29,MiniMax w/ CustomHeuristic,2024-10-15 20:09:35
798,MiniMax w/ CustomHeuristic,RandomPlayer,12,11,Depth: 8,Zufall,2585,0,MiniMax w/ CustomHeuristic,2024-10-15 20:10:06
799,RandomPlayer,MiniMax w/ CustomHeuristic,23,23,Zufall,Depth: 9,0,12851,MiniMax w/ CustomHeuristic,2024-10-15 20:15:01
800,MiniMax w/ CustomHeuristic,RandomPlayer,22,21,Depth: 0,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:15:01
801,RandomPlayer,MiniMax w/ CustomHeuristic,22,22,Zufall,Depth: 1,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:15:01
802,MiniMax w/ CustomHeuristic,RandomPlayer,18,17,Depth: 2,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:15:01
803,RandomPlayer,MiniMax w/ CustomHeuristic,27,26,Zufall,Depth: 3,0,0,Draw,2024-10-15 20:15:01
804,MiniMax w/ CustomHeuristic,RandomPlayer,20,19,Depth: 4,Zufall,2,0,MiniMax w/ CustomHeuristic,2024-10-15 20:15:02
805,RandomPlayer,MiniMax w/ CustomHeuristic,17,17,Zufall,Depth: 5,0,7,MiniMax w/ CustomHeuristic,2024-10-15 20:15:02
806,MiniMax w/ CustomHeuristic,RandomPlayer,21,20,Depth: 6,Zufall,24,0,MiniMax w/ CustomHeuristic,2024-10-15 20:15:02
807,RandomPlayer,MiniMax w/ CustomHeuristic,22,22,Zufall,Depth: 7,0,88,MiniMax w/ CustomHeuristic,2024-10-15 20:15:04
808,MiniMax w/ CustomHeuristic,RandomPlayer,25,24,Depth: 8,Zufall,292,0,MiniMax w/ CustomHeuristic,2024-10-15 20:15:11
809,RandomPlayer,MiniMax w/ CustomHeuristic,25,25,Zufall,Depth: 9,0,549,MiniMax w/ CustomHeuristic,2024-10-15 20:15:25
810,MiniMax w/ CustomHeuristic,RandomPlayer,26,26,Depth: 0,Zufall,0,0,Draw,2024-10-15 20:15:25
811,RandomPlayer,MiniMax w/ CustomHeuristic,20,20,Zufall,Depth: 1,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:15:25
812,MiniMax w/ CustomHeuristic,RandomPlayer,24,23,Depth: 2,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:15:25
813,RandomPlayer,MiniMax w/ CustomHeuristic,18,18,Zufall,Depth: 3,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:15:25
814,MiniMax w/ CustomHeuristic,RandomPlayer,19,19,Depth: 4,Zufall,2,0,RandomPlayer,2024-10-15 20:15:25
815,RandomPlayer,MiniMax w/ CustomHeuristic,20,20,Zufall,Depth: 5,0,8,MiniMax w/ CustomHeuristic,2024-10-15 20:15:25
816,MiniMax w/ CustomHeuristic,RandomPlayer,17,16,Depth: 6,Zufall,100,0,MiniMax w/ CustomHeuristic,2024-10-15 20:15:27
817,RandomPlayer,MiniMax w/ CustomHeuristic,21,21,Zufall,Depth: 7,0,82,MiniMax w/ CustomHeuristic,2024-10-15 20:15:29
818,MiniMax w/ CustomHeuristic,RandomPlayer,20,19,Depth: 8,Zufall,2451,0,MiniMax w/ CustomHeuristic,2024-10-15 20:16:18
819,RandomPlayer,MiniMax w/ CustomHeuristic,21,20,Zufall,Depth: 9,0,953,RandomPlayer,2024-10-15 20:16:37
820,MiniMax w/ CustomHeuristic,RandomPlayer,20,19,Depth: 0,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:16:37
821,RandomPlayer,MiniMax w/ CustomHeuristic,18,17,Zufall,Depth: 1,0,0,RandomPlayer,2024-10-15 20:16:37
822,MiniMax w/ CustomHeuristic,RandomPlayer,18,17,Depth: 2,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:16:37
823,RandomPlayer,MiniMax w/ CustomHeuristic,20,20,Zufall,Depth: 3,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:16:37
824,MiniMax w/ CustomHeuristic,RandomPlayer,23,23,Depth: 4,Zufall,1,0,RandomPlayer,2024-10-15 20:16:37
825,RandomPlayer,MiniMax w/ CustomHeuristic,26,25,Zufall,Depth: 5,0,2,RandomPlayer,2024-10-15 20:16:37
826,MiniMax w/ CustomHeuristic,RandomPlayer,18,17,Depth: 6,Zufall,34,0,MiniMax w/ CustomHeuristic,2024-10-15 20:16:38
827,RandomPlayer,MiniMax w/ CustomHeuristic,16,16,Zufall,Depth: 7,0,147,MiniMax w/ CustomHeuristic,2024-10-15 20:16:40
828,MiniMax w/ CustomHeuristic,RandomPlayer,19,18,Depth: 8,Zufall,63,0,MiniMax w/ CustomHeuristic,2024-10-15 20:16:41
829,RandomPlayer,MiniMax w/ CustomHeuristic,21,21,Zufall,Depth: 9,0,3240,MiniMax w/ CustomHeuristic,2024-10-15 20:17:49
830,MiniMax w/ CustomHeuristic,RandomPlayer,19,18,Depth: 0,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:17:49
831,RandomPlayer,MiniMax w/ CustomHeuristic,21,21,Zufall,Depth: 1,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:17:49
832,MiniMax w/ CustomHeuristic,RandomPlayer,21,20,Depth: 2,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:17:49
833,RandomPlayer,MiniMax w/ CustomHeuristic,18,18,Zufall,Depth: 3,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:17:49
834,MiniMax w/ CustomHeuristic,RandomPlayer,17,16,Depth: 4,Zufall,6,0,MiniMax w/ CustomHeuristic,2024-10-15 20:17:49
835,RandomPlayer,MiniMax w/ CustomHeuristic,18,18,Zufall,Depth: 5,0,3,MiniMax w/ CustomHeuristic,2024-10-15 20:17:49
836,MiniMax w/ CustomHeuristic,RandomPlayer,18,17,Depth: 6,Zufall,11,0,MiniMax w/ CustomHeuristic,2024-10-15 20:17:50
837,RandomPlayer,MiniMax w/ CustomHeuristic,21,21,Zufall,Depth: 7,0,180,MiniMax w/ CustomHeuristic,2024-10-15 20:17:53
838,MiniMax w/ CustomHeuristic,RandomPlayer,25,24,Depth: 8,Zufall,103,0,MiniMax w/ CustomHeuristic,2024-10-15 20:17:56
839,RandomPlayer,MiniMax w/ CustomHeuristic,28,27,Zufall,Depth: 9,0,553,RandomPlayer,2024-10-15 20:18:11
840,MiniMax w/ CustomHeuristic,RandomPlayer,23,22,Depth: 0,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:18:11
841,RandomPlayer,MiniMax w/ CustomHeuristic,14,14,Zufall,Depth: 1,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:18:11
842,MiniMax w/ CustomHeuristic,RandomPlayer,19,18,Depth: 2,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:18:11
843,RandomPlayer,MiniMax w/ CustomHeuristic,23,23,Zufall,Depth: 3,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:18:11
844,MiniMax w/ CustomHeuristic,RandomPlayer,22,21,Depth: 4,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:18:11
845,RandomPlayer,MiniMax w/ CustomHeuristic,17,17,Zufall,Depth: 5,0,3,MiniMax w/ CustomHeuristic,2024-10-15 20:18:11
846,MiniMax w/ CustomHeuristic,RandomPlayer,18,17,Depth: 6,Zufall,30,0,MiniMax w/ CustomHeuristic,2024-10-15 20:18:12
847,RandomPlayer,MiniMax w/ CustomHeuristic,21,21,Zufall,Depth: 7,0,40,MiniMax w/ CustomHeuristic,2024-10-15 20:18:13
848,MiniMax w/ CustomHeuristic,RandomPlayer,17,16,Depth: 8,Zufall,5164,0,MiniMax w/ CustomHeuristic,2024-10-15 20:19:40
849,RandomPlayer,MiniMax w/ CustomHeuristic,30,30,Zufall,Depth: 9,0,440,MiniMax w/ CustomHeuristic,2024-10-15 20:19:54
850,MiniMax w/ CustomHeuristic,RandomPlayer,26,25,Depth: 0,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:19:54
851,RandomPlayer,MiniMax w/ CustomHeuristic,23,23,Zufall,Depth: 1,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:19:54
852,MiniMax w/ CustomHeuristic,RandomPlayer,21,20,Depth: 2,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:19:54
853,RandomPlayer,MiniMax w/ CustomHeuristic,22,22,Zufall,Depth: 3,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:19:54
854,MiniMax w/ CustomHeuristic,RandomPlayer,24,23,Depth: 4,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:19:54
855,RandomPlayer,MiniMax w/ CustomHeuristic,25,25,Zufall,Depth: 5,0,7,MiniMax w/ CustomHeuristic,2024-10-15 20:19:54
856,MiniMax w/ CustomHeuristic,RandomPlayer,25,24,Depth: 6,Zufall,28,0,MiniMax w/ CustomHeuristic,2024-10-15 20:19:55
857,RandomPlayer,MiniMax w/ CustomHeuristic,29,28,Zufall,Depth: 7,0,17,Draw,2024-10-15 20:19:55
858,MiniMax w/ CustomHeuristic,RandomPlayer,27,27,Depth: 8,Zufall,589,0,RandomPlayer,2024-10-15 20:20:11
859,RandomPlayer,MiniMax w/ CustomHeuristic,20,19,Zufall,Depth: 9,0,321,RandomPlayer,2024-10-15 20:20:17
860,MiniMax w/ CustomHeuristic,RandomPlayer,21,20,Depth: 0,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:20:17
861,RandomPlayer,MiniMax w/ CustomHeuristic,23,22,Zufall,Depth: 1,0,0,Draw,2024-10-15 20:20:17
862,MiniMax w/ CustomHeuristic,RandomPlayer,15,14,Depth: 2,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:20:17
863,RandomPlayer,MiniMax w/ CustomHeuristic,21,21,Zufall,Depth: 3,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:20:17
864,MiniMax w/ CustomHeuristic,RandomPlayer,21,20,Depth: 4,Zufall,1,0,MiniMax w/ CustomHeuristic,2024-10-15 20:20:17
865,RandomPlayer,MiniMax w/ CustomHeuristic,19,19,Zufall,Depth: 5,0,4,MiniMax w/ CustomHeuristic,2024-10-15 20:20:17
866,MiniMax w/ CustomHeuristic,RandomPlayer,27,27,Depth: 6,Zufall,6,0,Draw,2024-10-15 20:20:17
867,RandomPlayer,MiniMax w/ CustomHeuristic,20,20,Zufall,Depth: 7,0,61,MiniMax w/ CustomHeuristic,2024-10-15 20:20:19
868,MiniMax w/ CustomHeuristic,RandomPlayer,22,21,Depth: 8,Zufall,272,0,MiniMax w/ CustomHeuristic,2024-10-15 20:20:25
869,RandomPlayer,MiniMax w/ CustomHeuristic,33,32,Zufall,Depth: 9,0,772,Draw,2024-10-15 20:20:49
870,MiniMax w/ CustomHeuristic,RandomPlayer,17,16,Depth: 0,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:20:49
871,RandomPlayer,MiniMax w/ CustomHeuristic,23,23,Zufall,Depth: 1,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:20:49
872,MiniMax w/ CustomHeuristic,RandomPlayer,23,22,Depth: 2,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:20:49
873,RandomPlayer,MiniMax w/ CustomHeuristic,24,23,Zufall,Depth: 3,0,0,RandomPlayer,2024-10-15 20:20:49
874,MiniMax w/ CustomHeuristic,RandomPlayer,26,26,Depth: 4,Zufall,0,0,RandomPlayer,2024-10-15 20:20:49
875,RandomPlayer,MiniMax w/ CustomHeuristic,23,23,Zufall,Depth: 5,0,3,MiniMax w/ CustomHeuristic,2024-10-15 20:20:49
876,MiniMax w/ CustomHeuristic,RandomPlayer,21,20,Depth: 6,Zufall,14,0,MiniMax w/ CustomHeuristic,2024-10-15 20:20:50
877,RandomPlayer,MiniMax w/ CustomHeuristic,28,27,Zufall,Depth: 7,0,51,RandomPlayer,2024-10-15 20:20:51
878,MiniMax w/ CustomHeuristic,RandomPlayer,26,25,Depth: 8,Zufall,625,0,MiniMax w/ CustomHeuristic,2024-10-15 20:21:07
879,RandomPlayer,MiniMax w/ CustomHeuristic,16,16,Zufall,Depth: 9,0,4481,MiniMax w/ CustomHeuristic,2024-10-15 20:22:19
880,MiniMax w/ CustomHeuristic,RandomPlayer,17,16,Depth: 0,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:22:19
