Game Number,Player 1 Name,Player 2 Name,Player 1 Parameter,Player 2 Parameter,Player 1 Avg Time,Player 2 Avg Time,Winner,Timestamp
16,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 300,0,300,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:54:39
17,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 300,Zufall,300,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:54:44
18,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 300,0,301,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:54:49
19,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 300,Zufall,300,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:54:55
20,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 300,0,300,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:55:01
21,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 300,Zufall,300,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:55:06
22,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 300,0,300,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:55:12
23,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 300,Zufall,301,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:55:17
24,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 300,0,300,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:55:22
25,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 300,Zufall,300,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:55:26
26,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 300,0,300,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:55:31
27,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 300,Zufall,300,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:55:36
28,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 300,0,300,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:55:41
29,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 300,Zufall,300,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:55:47
30,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 300,0,300,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:55:51
31,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 300,Zufall,300,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:55:56
32,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 300,0,300,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:55:59
33,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 300,Zufall,300,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:56:05
34,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 300,0,301,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:56:11
35,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 300,Zufall,300,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:56:16
36,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 300,0,300,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:56:22
37,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 300,Zufall,301,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:56:27
38,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 300,0,300,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:56:33
39,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 300,Zufall,300,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:56:40
40,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 300,0,300,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:56:46
41,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 300,Zufall,302,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:56:51
42,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 300,0,300,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:56:55
43,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 300,Zufall,300,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:57:00
44,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 300,0,300,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:57:04
45,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 300,Zufall,300,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:57:09
46,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 300,0,300,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:57:14
47,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 300,Zufall,300,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:57:18
48,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 300,0,303,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:57:24
49,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 300,Zufall,300,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:57:29
50,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 300,0,300,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:57:35
51,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 300,Zufall,300,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:57:39
52,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 300,0,300,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:57:45
53,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 300,Zufall,300,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:57:49
54,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 300,0,302,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:57:54
55,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 300,Zufall,300,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:57:58
56,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 300,0,301,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:58:05
57,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 300,Zufall,300,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:58:09
58,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 300,0,301,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:58:15
59,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 300,Zufall,300,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:58:20
60,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 300,0,300,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:58:27
61,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 300,Zufall,304,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:58:31
62,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 300,0,300,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:58:37
63,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 300,Zufall,300,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:58:43
64,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 300,0,300,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:58:46
65,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 300,Zufall,300,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:58:52
66,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 300,0,300,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:58:57
67,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 300,Zufall,301,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:59:01
68,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 300,0,300,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:59:07
69,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 300,Zufall,301,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:59:13
70,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 300,0,300,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:59:18
71,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 300,Zufall,301,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:59:23
72,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 300,0,300,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:59:29
73,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 300,Zufall,300,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:59:32
74,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 300,0,300,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:59:38
75,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 300,Zufall,300,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:59:44
76,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 300,0,300,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:59:50
77,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 300,Zufall,300,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:59:54
78,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 300,0,300,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:59:59
79,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 300,Zufall,301,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:00:05
80,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 300,0,302,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:00:11
81,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 300,Zufall,300,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:00:16
82,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 300,0,300,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:00:20
83,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 300,Zufall,300,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:00:26
84,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 300,0,300,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:00:31
85,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 300,Zufall,300,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:00:36
86,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 300,0,300,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:00:42
87,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 300,Zufall,300,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:00:47
88,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 300,0,301,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:00:51
89,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 300,Zufall,300,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:00:57
90,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 300,0,301,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:01:02
91,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 300,Zufall,300,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:01:08
92,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 300,0,300,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:01:13
93,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 300,Zufall,301,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:01:19
94,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 300,0,300,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:01:24
95,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 300,Zufall,300,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:01:28
96,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 300,0,300,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:01:34
97,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 300,Zufall,300,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:01:40
98,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 300,0,300,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:01:44
99,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 300,Zufall,302,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:01:49
