Game Number,Player 1 Name,Player 2 Name,Player 1 Moves, Player 2 Moves, PlPlayer 1 Parameter,Player 2 Parameter,Player 1 Avg Time,Player 2 Avg Time,Winner,Timestamp
21,MonteCarloTreeSearch (Random Simulation),RandomPlayer,25,24,Ms/Move: 1,Zufall,1,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:55
22,RandomPlayer,MonteCarloTreeSearch (Random Simulation),18,18,Zufall,Ms/Move: 1,0,1,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:55
23,MonteCarloTreeSearch (Random Simulation),RandomPlayer,26,25,Ms/Move: 1,Zufall,1,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:55
24,RandomPlayer,MonteCarloTreeSearch (Random Simulation),21,21,Zufall,Ms/Move: 1,0,1,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:55
25,MonteCarloTreeSearch (Random Simulation),RandomPlayer,20,19,Ms/Move: 1,Zufall,1,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:55
26,RandomPlayer,MonteCarloTreeSearch (Random Simulation),20,20,Zufall,Ms/Move: 1,0,1,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:55
27,MonteCarloTreeSearch (Random Simulation),RandomPlayer,29,28,Ms/Move: 1,Zufall,1,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:55
28,RandomPlayer,MonteCarloTreeSearch (Random Simulation),21,21,Zufall,Ms/Move: 1,0,1,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:55
29,MonteCarloTreeSearch (Random Simulation),RandomPlayer,24,23,Ms/Move: 1,Zufall,1,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:55
30,RandomPlayer,MonteCarloTreeSearch (Random Simulation),25,25,Zufall,Ms/Move: 1,0,1,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:55
31,MonteCarloTreeSearch (Random Simulation),RandomPlayer,18,17,Ms/Move: 1,Zufall,1,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:55
32,RandomPlayer,MonteCarloTreeSearch (Random Simulation),23,23,Zufall,Ms/Move: 1,0,1,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:55
33,MonteCarloTreeSearch (Random Simulation),RandomPlayer,27,26,Ms/Move: 1,Zufall,1,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:55
34,RandomPlayer,MonteCarloTreeSearch (Random Simulation),26,26,Zufall,Ms/Move: 1,0,1,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:55
35,MonteCarloTreeSearch (Random Simulation),RandomPlayer,28,27,Ms/Move: 1,Zufall,1,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:55
36,RandomPlayer,MonteCarloTreeSearch (Random Simulation),20,20,Zufall,Ms/Move: 1,0,1,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:55
37,MonteCarloTreeSearch (Random Simulation),RandomPlayer,26,25,Ms/Move: 1,Zufall,1,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:55
38,RandomPlayer,MonteCarloTreeSearch (Random Simulation),25,25,Zufall,Ms/Move: 1,0,1,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:55
39,MonteCarloTreeSearch (Random Simulation),RandomPlayer,22,21,Ms/Move: 1,Zufall,1,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:55
40,RandomPlayer,MonteCarloTreeSearch (Random Simulation),19,19,Zufall,Ms/Move: 1,0,1,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:55
41,MonteCarloTreeSearch (Random Simulation),RandomPlayer,28,27,Ms/Move: 1,Zufall,1,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:55
42,RandomPlayer,MonteCarloTreeSearch (Random Simulation),22,22,Zufall,Ms/Move: 1,0,1,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:55
43,MonteCarloTreeSearch (Random Simulation),RandomPlayer,23,22,Ms/Move: 1,Zufall,1,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:55
44,RandomPlayer,MonteCarloTreeSearch (Random Simulation),22,22,Zufall,Ms/Move: 1,0,1,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:55
45,MonteCarloTreeSearch (Random Simulation),RandomPlayer,22,21,Ms/Move: 1,Zufall,1,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:55
46,RandomPlayer,MonteCarloTreeSearch (Random Simulation),20,20,Zufall,Ms/Move: 1,0,1,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:55
47,MonteCarloTreeSearch (Random Simulation),RandomPlayer,26,25,Ms/Move: 1,Zufall,1,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:55
48,RandomPlayer,MonteCarloTreeSearch (Random Simulation),22,22,Zufall,Ms/Move: 1,0,1,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:55
49,MonteCarloTreeSearch (Random Simulation),RandomPlayer,24,23,Ms/Move: 1,Zufall,1,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:55
50,RandomPlayer,MonteCarloTreeSearch (Random Simulation),24,24,Zufall,Ms/Move: 1,0,1,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:55
51,MonteCarloTreeSearch (Random Simulation),RandomPlayer,20,19,Ms/Move: 1,Zufall,1,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:55
52,RandomPlayer,MonteCarloTreeSearch (Random Simulation),20,20,Zufall,Ms/Move: 1,0,1,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:55
53,MonteCarloTreeSearch (Random Simulation),RandomPlayer,20,19,Ms/Move: 1,Zufall,1,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:55
54,RandomPlayer,MonteCarloTreeSearch (Random Simulation),24,24,Zufall,Ms/Move: 1,0,1,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:55
55,MonteCarloTreeSearch (Random Simulation),RandomPlayer,20,19,Ms/Move: 1,Zufall,1,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:56
56,RandomPlayer,MonteCarloTreeSearch (Random Simulation),22,22,Zufall,Ms/Move: 1,0,1,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:56
57,MonteCarloTreeSearch (Random Simulation),RandomPlayer,18,17,Ms/Move: 1,Zufall,1,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:56
58,RandomPlayer,MonteCarloTreeSearch (Random Simulation),30,29,Zufall,Ms/Move: 1,0,1,RandomPlayer,2024-10-13 14:57:56
59,MonteCarloTreeSearch (Random Simulation),RandomPlayer,26,25,Ms/Move: 1,Zufall,1,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:56
60,RandomPlayer,MonteCarloTreeSearch (Random Simulation),24,24,Zufall,Ms/Move: 1,0,1,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:56
61,MonteCarloTreeSearch (Random Simulation),RandomPlayer,23,22,Ms/Move: 1,Zufall,1,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:56
62,RandomPlayer,MonteCarloTreeSearch (Random Simulation),25,25,Zufall,Ms/Move: 1,0,1,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:56
63,MonteCarloTreeSearch (Random Simulation),RandomPlayer,26,25,Ms/Move: 1,Zufall,1,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:56
64,RandomPlayer,MonteCarloTreeSearch (Random Simulation),20,20,Zufall,Ms/Move: 1,0,1,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:56
65,MonteCarloTreeSearch (Random Simulation),RandomPlayer,21,20,Ms/Move: 1,Zufall,1,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:56
66,RandomPlayer,MonteCarloTreeSearch (Random Simulation),20,20,Zufall,Ms/Move: 1,0,1,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:56
67,MonteCarloTreeSearch (Random Simulation),RandomPlayer,20,19,Ms/Move: 1,Zufall,1,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:56
68,RandomPlayer,MonteCarloTreeSearch (Random Simulation),29,29,Zufall,Ms/Move: 1,0,1,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:56
69,MonteCarloTreeSearch (Random Simulation),RandomPlayer,23,22,Ms/Move: 1,Zufall,1,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:56
70,RandomPlayer,MonteCarloTreeSearch (Random Simulation),28,28,Zufall,Ms/Move: 1,0,1,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:56
71,MonteCarloTreeSearch (Random Simulation),RandomPlayer,23,22,Ms/Move: 1,Zufall,1,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:56
72,RandomPlayer,MonteCarloTreeSearch (Random Simulation),28,28,Zufall,Ms/Move: 1,0,1,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:56
73,MonteCarloTreeSearch (Random Simulation),RandomPlayer,23,22,Ms/Move: 1,Zufall,1,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:56
74,RandomPlayer,MonteCarloTreeSearch (Random Simulation),24,24,Zufall,Ms/Move: 1,0,1,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:56
75,MonteCarloTreeSearch (Random Simulation),RandomPlayer,21,20,Ms/Move: 1,Zufall,1,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:56
76,RandomPlayer,MonteCarloTreeSearch (Random Simulation),25,25,Zufall,Ms/Move: 1,0,1,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:56
77,MonteCarloTreeSearch (Random Simulation),RandomPlayer,27,26,Ms/Move: 1,Zufall,1,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:56
78,RandomPlayer,MonteCarloTreeSearch (Random Simulation),26,26,Zufall,Ms/Move: 1,0,1,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:56
79,MonteCarloTreeSearch (Random Simulation),RandomPlayer,21,20,Ms/Move: 1,Zufall,1,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:56
80,RandomPlayer,MonteCarloTreeSearch (Random Simulation),18,18,Zufall,Ms/Move: 1,0,1,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:56
81,MonteCarloTreeSearch (Random Simulation),RandomPlayer,26,25,Ms/Move: 1,Zufall,1,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:56
82,RandomPlayer,MonteCarloTreeSearch (Random Simulation),20,20,Zufall,Ms/Move: 1,0,1,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:56
83,MonteCarloTreeSearch (Random Simulation),RandomPlayer,20,19,Ms/Move: 1,Zufall,1,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:56
84,RandomPlayer,MonteCarloTreeSearch (Random Simulation),24,24,Zufall,Ms/Move: 1,0,1,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:56
85,MonteCarloTreeSearch (Random Simulation),RandomPlayer,25,24,Ms/Move: 1,Zufall,1,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:56
86,RandomPlayer,MonteCarloTreeSearch (Random Simulation),22,22,Zufall,Ms/Move: 1,0,1,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:56
87,MonteCarloTreeSearch (Random Simulation),RandomPlayer,23,22,Ms/Move: 1,Zufall,1,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:56
88,RandomPlayer,MonteCarloTreeSearch (Random Simulation),28,28,Zufall,Ms/Move: 1,0,1,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:56
89,MonteCarloTreeSearch (Random Simulation),RandomPlayer,24,23,Ms/Move: 1,Zufall,1,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:56
90,RandomPlayer,MonteCarloTreeSearch (Random Simulation),20,20,Zufall,Ms/Move: 1,0,1,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:56
91,MonteCarloTreeSearch (Random Simulation),RandomPlayer,26,25,Ms/Move: 1,Zufall,1,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:56
92,RandomPlayer,MonteCarloTreeSearch (Random Simulation),22,22,Zufall,Ms/Move: 1,0,1,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:56
93,MonteCarloTreeSearch (Random Simulation),RandomPlayer,20,19,Ms/Move: 1,Zufall,1,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:56
94,RandomPlayer,MonteCarloTreeSearch (Random Simulation),23,23,Zufall,Ms/Move: 1,0,1,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:56
95,MonteCarloTreeSearch (Random Simulation),RandomPlayer,26,25,Ms/Move: 1,Zufall,1,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:56
96,RandomPlayer,MonteCarloTreeSearch (Random Simulation),20,20,Zufall,Ms/Move: 1,0,1,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:57
97,MonteCarloTreeSearch (Random Simulation),RandomPlayer,22,21,Ms/Move: 1,Zufall,1,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:57
98,RandomPlayer,MonteCarloTreeSearch (Random Simulation),16,16,Zufall,Ms/Move: 1,0,1,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:57
99,MonteCarloTreeSearch (Random Simulation),RandomPlayer,24,23,Ms/Move: 1,Zufall,1,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:57:57
