Game Number,Player 1 Name,Player 2 Name,Player 1 Moves, Player 2 Moves, PlPlayer 1 Parameter,Player 2 Parameter,Player 1 Avg Time,Player 2 Avg Time,Winner,Timestamp
18,RandomPlayer,MonteCarloTreeSearch (Random Simulation),18,18,Zufall,Ms/Move: 2,0,2,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:38
19,MonteCarloTreeSearch (Random Simulation),RandomPlayer,22,21,Ms/Move: 2,Zufall,2,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:38
20,RandomPlayer,MonteCarloTreeSearch (Random Simulation),19,19,Zufall,Ms/Move: 2,0,2,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:38
21,MonteCarloTreeSearch (Random Simulation),RandomPlayer,26,25,Ms/Move: 2,Zufall,2,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:38
22,RandomPlayer,MonteCarloTreeSearch (Random Simulation),25,25,Zufall,Ms/Move: 2,0,2,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:38
23,MonteCarloTreeSearch (Random Simulation),RandomPlayer,25,24,Ms/Move: 2,Zufall,2,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:38
24,RandomPlayer,MonteCarloTreeSearch (Random Simulation),21,21,Zufall,Ms/Move: 2,0,2,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:38
25,MonteCarloTreeSearch (Random Simulation),RandomPlayer,22,21,Ms/Move: 2,Zufall,2,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:38
26,RandomPlayer,MonteCarloTreeSearch (Random Simulation),21,21,Zufall,Ms/Move: 2,0,2,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:38
27,MonteCarloTreeSearch (Random Simulation),RandomPlayer,21,20,Ms/Move: 2,Zufall,2,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:38
28,RandomPlayer,MonteCarloTreeSearch (Random Simulation),24,24,Zufall,Ms/Move: 2,0,2,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:39
29,MonteCarloTreeSearch (Random Simulation),RandomPlayer,23,22,Ms/Move: 2,Zufall,2,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:39
30,RandomPlayer,MonteCarloTreeSearch (Random Simulation),19,19,Zufall,Ms/Move: 2,0,2,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:39
31,MonteCarloTreeSearch (Random Simulation),RandomPlayer,22,21,Ms/Move: 2,Zufall,2,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:39
32,RandomPlayer,MonteCarloTreeSearch (Random Simulation),20,20,Zufall,Ms/Move: 2,0,2,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:39
33,MonteCarloTreeSearch (Random Simulation),RandomPlayer,21,20,Ms/Move: 2,Zufall,2,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:39
34,RandomPlayer,MonteCarloTreeSearch (Random Simulation),20,20,Zufall,Ms/Move: 2,0,2,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:39
35,MonteCarloTreeSearch (Random Simulation),RandomPlayer,20,19,Ms/Move: 2,Zufall,2,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:39
36,RandomPlayer,MonteCarloTreeSearch (Random Simulation),19,19,Zufall,Ms/Move: 2,0,2,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:39
37,MonteCarloTreeSearch (Random Simulation),RandomPlayer,25,24,Ms/Move: 2,Zufall,2,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:39
38,RandomPlayer,MonteCarloTreeSearch (Random Simulation),19,19,Zufall,Ms/Move: 2,0,2,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:39
39,MonteCarloTreeSearch (Random Simulation),RandomPlayer,21,20,Ms/Move: 2,Zufall,2,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:39
40,RandomPlayer,MonteCarloTreeSearch (Random Simulation),19,19,Zufall,Ms/Move: 2,0,2,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:39
41,MonteCarloTreeSearch (Random Simulation),RandomPlayer,20,19,Ms/Move: 2,Zufall,2,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:39
42,RandomPlayer,MonteCarloTreeSearch (Random Simulation),19,19,Zufall,Ms/Move: 2,0,2,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:39
43,MonteCarloTreeSearch (Random Simulation),RandomPlayer,25,24,Ms/Move: 2,Zufall,2,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:39
44,RandomPlayer,MonteCarloTreeSearch (Random Simulation),22,22,Zufall,Ms/Move: 2,0,2,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:39
45,MonteCarloTreeSearch (Random Simulation),RandomPlayer,19,18,Ms/Move: 2,Zufall,2,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:39
46,RandomPlayer,MonteCarloTreeSearch (Random Simulation),22,22,Zufall,Ms/Move: 2,0,2,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:39
47,MonteCarloTreeSearch (Random Simulation),RandomPlayer,18,17,Ms/Move: 2,Zufall,2,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:39
48,RandomPlayer,MonteCarloTreeSearch (Random Simulation),25,25,Zufall,Ms/Move: 2,0,2,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:39
49,MonteCarloTreeSearch (Random Simulation),RandomPlayer,23,22,Ms/Move: 2,Zufall,2,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:39
50,RandomPlayer,MonteCarloTreeSearch (Random Simulation),22,22,Zufall,Ms/Move: 2,0,2,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:39
51,MonteCarloTreeSearch (Random Simulation),RandomPlayer,17,16,Ms/Move: 2,Zufall,2,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:40
52,RandomPlayer,MonteCarloTreeSearch (Random Simulation),20,20,Zufall,Ms/Move: 2,0,2,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:40
53,MonteCarloTreeSearch (Random Simulation),RandomPlayer,27,26,Ms/Move: 2,Zufall,2,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:40
54,RandomPlayer,MonteCarloTreeSearch (Random Simulation),22,22,Zufall,Ms/Move: 2,0,2,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:40
55,MonteCarloTreeSearch (Random Simulation),RandomPlayer,19,18,Ms/Move: 2,Zufall,2,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:40
56,RandomPlayer,MonteCarloTreeSearch (Random Simulation),20,20,Zufall,Ms/Move: 2,0,2,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:40
57,MonteCarloTreeSearch (Random Simulation),RandomPlayer,24,23,Ms/Move: 2,Zufall,2,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:40
58,RandomPlayer,MonteCarloTreeSearch (Random Simulation),16,16,Zufall,Ms/Move: 2,0,2,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:40
59,MonteCarloTreeSearch (Random Simulation),RandomPlayer,17,16,Ms/Move: 2,Zufall,2,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:40
60,RandomPlayer,MonteCarloTreeSearch (Random Simulation),18,18,Zufall,Ms/Move: 2,0,2,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:40
61,MonteCarloTreeSearch (Random Simulation),RandomPlayer,17,16,Ms/Move: 2,Zufall,2,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:40
62,RandomPlayer,MonteCarloTreeSearch (Random Simulation),22,22,Zufall,Ms/Move: 2,0,2,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:40
63,MonteCarloTreeSearch (Random Simulation),RandomPlayer,23,22,Ms/Move: 2,Zufall,2,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:40
64,RandomPlayer,MonteCarloTreeSearch (Random Simulation),22,22,Zufall,Ms/Move: 2,0,2,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:40
65,MonteCarloTreeSearch (Random Simulation),RandomPlayer,26,25,Ms/Move: 2,Zufall,2,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:40
66,RandomPlayer,MonteCarloTreeSearch (Random Simulation),20,20,Zufall,Ms/Move: 2,0,2,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:40
67,MonteCarloTreeSearch (Random Simulation),RandomPlayer,21,20,Ms/Move: 2,Zufall,2,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:40
68,RandomPlayer,MonteCarloTreeSearch (Random Simulation),18,18,Zufall,Ms/Move: 2,0,2,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:40
69,MonteCarloTreeSearch (Random Simulation),RandomPlayer,21,20,Ms/Move: 2,Zufall,2,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:40
70,RandomPlayer,MonteCarloTreeSearch (Random Simulation),22,22,Zufall,Ms/Move: 2,0,2,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:40
71,MonteCarloTreeSearch (Random Simulation),RandomPlayer,22,21,Ms/Move: 2,Zufall,2,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:40
72,RandomPlayer,MonteCarloTreeSearch (Random Simulation),21,21,Zufall,Ms/Move: 2,0,2,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:40
73,MonteCarloTreeSearch (Random Simulation),RandomPlayer,23,22,Ms/Move: 2,Zufall,2,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:40
74,RandomPlayer,MonteCarloTreeSearch (Random Simulation),25,25,Zufall,Ms/Move: 2,0,2,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:40
75,MonteCarloTreeSearch (Random Simulation),RandomPlayer,23,22,Ms/Move: 2,Zufall,2,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:41
76,RandomPlayer,MonteCarloTreeSearch (Random Simulation),23,23,Zufall,Ms/Move: 2,0,2,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:41
77,MonteCarloTreeSearch (Random Simulation),RandomPlayer,24,23,Ms/Move: 2,Zufall,2,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:41
78,RandomPlayer,MonteCarloTreeSearch (Random Simulation),22,22,Zufall,Ms/Move: 2,0,2,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:41
79,MonteCarloTreeSearch (Random Simulation),RandomPlayer,25,24,Ms/Move: 2,Zufall,2,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:41
80,RandomPlayer,MonteCarloTreeSearch (Random Simulation),22,22,Zufall,Ms/Move: 2,0,2,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:41
81,MonteCarloTreeSearch (Random Simulation),RandomPlayer,18,17,Ms/Move: 2,Zufall,2,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:41
82,RandomPlayer,MonteCarloTreeSearch (Random Simulation),21,21,Zufall,Ms/Move: 2,0,2,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:41
83,MonteCarloTreeSearch (Random Simulation),RandomPlayer,18,17,Ms/Move: 2,Zufall,2,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:41
84,RandomPlayer,MonteCarloTreeSearch (Random Simulation),19,19,Zufall,Ms/Move: 2,0,2,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:41
85,MonteCarloTreeSearch (Random Simulation),RandomPlayer,25,24,Ms/Move: 2,Zufall,2,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:41
86,RandomPlayer,MonteCarloTreeSearch (Random Simulation),16,16,Zufall,Ms/Move: 2,0,2,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:41
87,MonteCarloTreeSearch (Random Simulation),RandomPlayer,21,20,Ms/Move: 2,Zufall,2,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:41
88,RandomPlayer,MonteCarloTreeSearch (Random Simulation),19,19,Zufall,Ms/Move: 2,0,2,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:41
89,MonteCarloTreeSearch (Random Simulation),RandomPlayer,14,13,Ms/Move: 2,Zufall,2,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:41
90,RandomPlayer,MonteCarloTreeSearch (Random Simulation),23,23,Zufall,Ms/Move: 2,0,2,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:41
91,MonteCarloTreeSearch (Random Simulation),RandomPlayer,26,25,Ms/Move: 2,Zufall,2,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:41
92,RandomPlayer,MonteCarloTreeSearch (Random Simulation),24,24,Zufall,Ms/Move: 2,0,2,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:41
93,MonteCarloTreeSearch (Random Simulation),RandomPlayer,23,22,Ms/Move: 2,Zufall,2,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:41
94,RandomPlayer,MonteCarloTreeSearch (Random Simulation),20,20,Zufall,Ms/Move: 2,0,2,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:41
95,MonteCarloTreeSearch (Random Simulation),RandomPlayer,23,22,Ms/Move: 2,Zufall,2,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:41
96,RandomPlayer,MonteCarloTreeSearch (Random Simulation),20,20,Zufall,Ms/Move: 2,0,2,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:41
97,MonteCarloTreeSearch (Random Simulation),RandomPlayer,22,21,Ms/Move: 2,Zufall,2,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:41
98,RandomPlayer,MonteCarloTreeSearch (Random Simulation),21,21,Zufall,Ms/Move: 2,0,2,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:42
99,MonteCarloTreeSearch (Random Simulation),RandomPlayer,22,21,Ms/Move: 2,Zufall,2,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:56:42
