Game Number,Player 1 Name,Player 2 Name,Player 1 Parameter,Player 2 Parameter,Player 1 Avg Time,Player 2 Avg Time,Winner,Timestamp
28,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 100,0,100,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:46:05
29,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 100,Zufall,100,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:46:08
30,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 100,0,100,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:46:10
31,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 100,Zufall,100,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:46:11
32,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 100,0,100,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:46:13
33,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 100,Zufall,100,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:46:15
34,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 100,0,100,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:46:16
35,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 100,Zufall,100,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:46:18
36,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 100,0,100,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:46:20
37,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 100,Zufall,100,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:46:22
38,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 100,0,100,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:46:23
39,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 100,Zufall,100,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:46:25
40,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 100,0,100,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:46:27
41,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 100,Zufall,100,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:46:29
42,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 100,0,101,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:46:31
43,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 100,Zufall,100,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:46:32
44,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 100,0,100,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:46:34
45,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 100,Zufall,100,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:46:36
46,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 100,0,100,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:46:38
47,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 100,Zufall,100,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:46:40
48,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 100,0,100,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:46:42
49,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 100,Zufall,100,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:46:44
50,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 100,0,100,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:46:46
51,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 100,Zufall,100,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:46:47
52,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 100,0,100,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:46:49
53,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 100,Zufall,100,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:46:51
54,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 100,0,100,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:46:52
55,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 100,Zufall,100,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:46:54
56,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 100,0,100,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:46:56
57,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 100,Zufall,100,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:46:57
58,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 100,0,100,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:46:59
59,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 100,Zufall,100,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:47:01
60,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 100,0,100,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:47:03
61,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 100,Zufall,100,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:47:05
62,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 100,0,100,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:47:07
63,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 100,Zufall,100,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:47:09
64,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 100,0,100,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:47:11
65,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 100,Zufall,100,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:47:13
66,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 100,0,100,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:47:15
67,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 100,Zufall,100,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:47:17
68,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 100,0,100,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:47:18
69,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 100,Zufall,100,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:47:20
70,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 100,0,100,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:47:23
71,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 100,Zufall,100,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:47:24
72,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 100,0,100,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:47:26
73,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 100,Zufall,100,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:47:27
74,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 100,0,101,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:47:29
75,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 100,Zufall,100,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:47:31
76,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 100,0,100,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:47:32
77,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 100,Zufall,100,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:47:34
78,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 100,0,100,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:47:36
79,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 100,Zufall,100,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:47:37
80,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 100,0,100,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:47:39
81,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 100,Zufall,100,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:47:41
82,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 100,0,100,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:47:42
83,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 100,Zufall,101,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:47:44
84,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 100,0,100,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:47:46
85,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 100,Zufall,100,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:47:47
86,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 100,0,100,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:47:49
87,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 100,Zufall,100,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:47:51
88,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 100,0,100,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:47:52
89,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 100,Zufall,100,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:47:54
90,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 100,0,100,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:47:55
91,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 100,Zufall,100,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:47:57
92,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 100,0,100,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:47:59
93,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 100,Zufall,100,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:48:01
94,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 100,0,100,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:48:02
95,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 100,Zufall,100,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:48:04
96,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 100,0,100,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:48:06
97,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 100,Zufall,100,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:48:08
98,RandomPlayer,MonteCarloTreeSearch (Random Simulation),Zufall,Ms/Move: 100,0,100,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:48:10
99,MonteCarloTreeSearch (Random Simulation),RandomPlayer,Ms/Move: 100,Zufall,100,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 13:48:12
