Game Number,Player 1 Name,Player 2 Name,Player 1 Moves, Player 2 Moves, PlPlayer 1 Parameter,Player 2 Parameter,Player 1 Avg Time,Player 2 Avg Time,Winner,Timestamp
58,RandomPlayer,MonteCarloTreeSearch (Random Simulation),14,14,Zufall,Ms/Move: 1000,0,1011,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:44:27
59,MonteCarloTreeSearch (Random Simulation),RandomPlayer,19,18,Ms/Move: 1000,Zufall,1002,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:44:46
60,RandomPlayer,MonteCarloTreeSearch (Random Simulation),19,19,Zufall,Ms/Move: 1000,0,1002,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:45:05
61,MonteCarloTreeSearch (Random Simulation),RandomPlayer,15,14,Ms/Move: 1000,Zufall,1000,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:45:20
62,RandomPlayer,MonteCarloTreeSearch (Random Simulation),16,16,Zufall,Ms/Move: 1000,0,1008,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:45:36
63,MonteCarloTreeSearch (Random Simulation),RandomPlayer,18,17,Ms/Move: 1000,Zufall,1007,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:45:54
64,RandomPlayer,MonteCarloTreeSearch (Random Simulation),15,15,Zufall,Ms/Move: 1000,0,1005,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:46:09
65,MonteCarloTreeSearch (Random Simulation),RandomPlayer,15,14,Ms/Move: 1000,Zufall,1006,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:46:25
66,RandomPlayer,MonteCarloTreeSearch (Random Simulation),21,21,Zufall,Ms/Move: 1000,0,1005,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:46:46
67,MonteCarloTreeSearch (Random Simulation),RandomPlayer,15,14,Ms/Move: 1000,Zufall,1005,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:47:01
68,RandomPlayer,MonteCarloTreeSearch (Random Simulation),21,21,Zufall,Ms/Move: 1000,0,1004,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:47:22
69,MonteCarloTreeSearch (Random Simulation),RandomPlayer,17,16,Ms/Move: 1000,Zufall,1005,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:47:39
70,RandomPlayer,MonteCarloTreeSearch (Random Simulation),13,13,Zufall,Ms/Move: 1000,0,1003,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:47:52
71,MonteCarloTreeSearch (Random Simulation),RandomPlayer,12,11,Ms/Move: 1000,Zufall,1000,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:48:04
72,RandomPlayer,MonteCarloTreeSearch (Random Simulation),13,13,Zufall,Ms/Move: 1000,0,1009,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:48:17
73,MonteCarloTreeSearch (Random Simulation),RandomPlayer,18,17,Ms/Move: 1000,Zufall,1000,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:48:35
74,RandomPlayer,MonteCarloTreeSearch (Random Simulation),23,23,Zufall,Ms/Move: 1000,0,1007,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:48:58
75,MonteCarloTreeSearch (Random Simulation),RandomPlayer,23,22,Ms/Move: 1000,Zufall,1007,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:49:21
76,RandomPlayer,MonteCarloTreeSearch (Random Simulation),15,15,Zufall,Ms/Move: 1000,0,1000,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:49:36
77,MonteCarloTreeSearch (Random Simulation),RandomPlayer,15,14,Ms/Move: 1000,Zufall,1000,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:49:51
78,RandomPlayer,MonteCarloTreeSearch (Random Simulation),14,14,Zufall,Ms/Move: 1000,0,1000,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:50:05
79,MonteCarloTreeSearch (Random Simulation),RandomPlayer,19,18,Ms/Move: 1000,Zufall,1007,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:50:25
80,RandomPlayer,MonteCarloTreeSearch (Random Simulation),14,14,Zufall,Ms/Move: 1000,0,1000,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:50:39
81,MonteCarloTreeSearch (Random Simulation),RandomPlayer,15,14,Ms/Move: 1000,Zufall,1000,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:50:54
82,RandomPlayer,MonteCarloTreeSearch (Random Simulation),20,20,Zufall,Ms/Move: 1000,0,1004,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:51:14
83,MonteCarloTreeSearch (Random Simulation),RandomPlayer,15,14,Ms/Move: 1000,Zufall,1003,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:51:29
84,RandomPlayer,MonteCarloTreeSearch (Random Simulation),20,20,Zufall,Ms/Move: 1000,0,1006,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:51:49
85,MonteCarloTreeSearch (Random Simulation),RandomPlayer,17,16,Ms/Move: 1000,Zufall,1007,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:52:06
86,RandomPlayer,MonteCarloTreeSearch (Random Simulation),15,15,Zufall,Ms/Move: 1000,0,1004,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:52:21
87,MonteCarloTreeSearch (Random Simulation),RandomPlayer,20,19,Ms/Move: 1000,Zufall,1001,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:52:41
88,RandomPlayer,MonteCarloTreeSearch (Random Simulation),19,19,Zufall,Ms/Move: 1000,0,1000,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:53:00
89,MonteCarloTreeSearch (Random Simulation),RandomPlayer,16,15,Ms/Move: 1000,Zufall,1012,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:53:16
90,RandomPlayer,MonteCarloTreeSearch (Random Simulation),17,17,Zufall,Ms/Move: 1000,0,1011,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:53:33
91,MonteCarloTreeSearch (Random Simulation),RandomPlayer,15,14,Ms/Move: 1000,Zufall,1008,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:53:49
92,RandomPlayer,MonteCarloTreeSearch (Random Simulation),21,21,Zufall,Ms/Move: 1000,0,1006,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:54:10
93,MonteCarloTreeSearch (Random Simulation),RandomPlayer,19,18,Ms/Move: 1000,Zufall,1001,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:54:29
94,RandomPlayer,MonteCarloTreeSearch (Random Simulation),19,19,Zufall,Ms/Move: 1000,0,1000,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:54:48
95,MonteCarloTreeSearch (Random Simulation),RandomPlayer,17,16,Ms/Move: 1000,Zufall,1002,0,MonteCarloTreeSearch (Random Simulation),2024-10-13 14:55:05
